Stage Name, Latitude, Longitude, Elevation
1A_NashvilleToPaducah,36.88265700,-87.61491300,150.20
1A_NashvilleToPaducah,36.88268600,-87.61517900,150.80
1A_NashvilleToPaducah,36.88270800,-87.61544700,151.40
1A_NashvilleToPaducah,36.88274200,-87.61607200,152.20
1A_NashvilleToPaducah,36.88275600,-87.61651900,152.30
1A_NashvilleToPaducah,36.88276000,-87.61678700,152.30
1A_NashvilleToPaducah,36.88275900,-87.61705600,152.30
1A_NashvilleToPaducah,36.88273900,-87.61759100,152.30
1A_NashvilleToPaducah,36.88272300,-87.61785700,152.30
1A_NashvilleToPaducah,36.88270200,-87.61812300,152.30
1A_NashvilleToPaducah,36.88264700,-87.61865000,152.30
1A_NashvilleToPaducah,36.88261600,-87.61891100,152.40
1A_NashvilleToPaducah,36.88254000,-87.61942600,153.00
1A_NashvilleToPaducah,36.88245000,-87.61992700,153.90
1A_NashvilleToPaducah,36.88234500,-87.62041500,154.80
1A_NashvilleToPaducah,36.88222300,-87.62089700,155.60
1A_NashvilleToPaducah,36.88208700,-87.62137000,159.70
1A_NashvilleToPaducah,36.88193900,-87.62184600,162.90
1A_NashvilleToPaducah,36.88114900,-87.62426700,164.30
1A_NashvilleToPaducah,36.88082600,-87.62525100,162.40
1A_NashvilleToPaducah,36.88043200,-87.62644900,159.10
1A_NashvilleToPaducah,36.87990500,-87.62805600,156.90
1A_NashvilleToPaducah,36.87961900,-87.62892500,156.00
1A_NashvilleToPaducah,36.87908200,-87.63047600,155.40
1A_NashvilleToPaducah,36.87891500,-87.63095900,155.10
1A_NashvilleToPaducah,36.87862900,-87.63183500,154.50
1A_NashvilleToPaducah,36.87830900,-87.63291300,153.30
1A_NashvilleToPaducah,36.87819300,-87.63327800,153.10
1A_NashvilleToPaducah,36.87803800,-87.63381800,152.90
1A_NashvilleToPaducah,36.87794300,-87.63418200,152.80
1A_NashvilleToPaducah,36.87785900,-87.63455600,152.70
1A_NashvilleToPaducah,36.87778600,-87.63493500,152.70
1A_NashvilleToPaducah,36.87775400,-87.63512600,152.70
1A_NashvilleToPaducah,36.87768000,-87.63570500,152.60
1A_NashvilleToPaducah,36.87767000,-87.63580700,152.60
1A_NashvilleToPaducah,36.87764200,-87.63609400,152.30
1A_NashvilleToPaducah,36.87761600,-87.63649200,151.50
1A_NashvilleToPaducah,36.87760500,-87.63690300,150.70
1A_NashvilleToPaducah,36.87761200,-87.63731800,149.70
1A_NashvilleToPaducah,36.87761900,-87.63752600,149.70
1A_NashvilleToPaducah,36.87764800,-87.63794100,149.80
1A_NashvilleToPaducah,36.87768900,-87.63835500,149.90
1A_NashvilleToPaducah,36.87783700,-87.63960600,151.10
1A_NashvilleToPaducah,36.87795400,-87.64053700,148.90
1A_NashvilleToPaducah,36.87817300,-87.64229400,150.20
1A_NashvilleToPaducah,36.87823200,-87.64271600,151.60
1A_NashvilleToPaducah,36.87830400,-87.64314300,152.60
1A_NashvilleToPaducah,36.87839200,-87.64356600,153.20
1A_NashvilleToPaducah,36.87849200,-87.64398500,153.60
1A_NashvilleToPaducah,36.87854800,-87.64419100,153.80
1A_NashvilleToPaducah,36.87879700,-87.64499800,154.80
1A_NashvilleToPaducah,36.87936900,-87.64674200,156.30
1A_NashvilleToPaducah,36.88101200,-87.65176600,156.00
1A_NashvilleToPaducah,36.88130000,-87.65265800,156.20
1A_NashvilleToPaducah,36.88148800,-87.65326500,156.00
1A_NashvilleToPaducah,36.88160400,-87.65367800,155.70
1A_NashvilleToPaducah,36.88171000,-87.65409800,155.30
1A_NashvilleToPaducah,36.88185900,-87.65473200,155.10
1A_NashvilleToPaducah,36.88190300,-87.65494600,155.10
1A_NashvilleToPaducah,36.88197700,-87.65537800,156.30
1A_NashvilleToPaducah,36.88207600,-87.65603200,157.50
1A_NashvilleToPaducah,36.88210600,-87.65625100,157.00
1A_NashvilleToPaducah,36.88215300,-87.65668700,155.30
1A_NashvilleToPaducah,36.88218800,-87.65711800,155.00
1A_NashvilleToPaducah,36.88222900,-87.65775400,155.90
1A_NashvilleToPaducah,36.88224600,-87.65820200,157.00
1A_NashvilleToPaducah,36.88225100,-87.65859000,158.10
1A_NashvilleToPaducah,36.88224400,-87.65922700,159.00
1A_NashvilleToPaducah,36.88221300,-87.65988100,159.20
1A_NashvilleToPaducah,36.88214100,-87.66077900,157.70
1A_NashvilleToPaducah,36.88189600,-87.66357200,157.60
1A_NashvilleToPaducah,36.88161000,-87.66689700,157.60
1A_NashvilleToPaducah,36.88143500,-87.66887300,155.50
1A_NashvilleToPaducah,36.88130800,-87.67038200,156.60
1A_NashvilleToPaducah,36.88126300,-87.67088600,155.10
1A_NashvilleToPaducah,36.88119900,-87.67160800,154.90
1A_NashvilleToPaducah,36.88109800,-87.67271600,152.60
1A_NashvilleToPaducah,36.88106300,-87.67310200,152.10
1A_NashvilleToPaducah,36.88096600,-87.67430300,152.40
1A_NashvilleToPaducah,36.88094100,-87.67472600,152.20
1A_NashvilleToPaducah,36.88093700,-87.67481100,152.20
1A_NashvilleToPaducah,36.88091100,-87.67537900,151.90
1A_NashvilleToPaducah,36.88089500,-87.67582100,152.30
1A_NashvilleToPaducah,36.88088400,-87.67627200,153.80
1A_NashvilleToPaducah,36.88087900,-87.67672800,155.40
1A_NashvilleToPaducah,36.88088100,-87.67724300,156.00
1A_NashvilleToPaducah,36.88086900,-87.67808000,156.20
1A_NashvilleToPaducah,36.88087700,-87.67859300,155.40
1A_NashvilleToPaducah,36.88088100,-87.67891500,155.10
1A_NashvilleToPaducah,36.88090800,-87.67960800,155.00
1A_NashvilleToPaducah,36.88093200,-87.68033100,154.80
1A_NashvilleToPaducah,36.88097500,-87.68095100,154.80
1A_NashvilleToPaducah,36.88104500,-87.68186800,155.20
1A_NashvilleToPaducah,36.88122100,-87.68353300,157.00
1A_NashvilleToPaducah,36.88139600,-87.68506100,154.80
1A_NashvilleToPaducah,36.88174000,-87.68787800,154.50
1A_NashvilleToPaducah,36.88222000,-87.69252000,154.80
1A_NashvilleToPaducah,36.88248200,-87.69492700,149.30
1A_NashvilleToPaducah,36.88278700,-87.69777800,152.30
1A_NashvilleToPaducah,36.88291200,-87.69893000,152.40
1A_NashvilleToPaducah,36.88341900,-87.70382700,158.50
1A_NashvilleToPaducah,36.88356400,-87.70521800,156.50
1A_NashvilleToPaducah,36.88364200,-87.70591600,154.20
1A_NashvilleToPaducah,36.88376300,-87.70693100,151.00
1A_NashvilleToPaducah,36.88385600,-87.70755600,149.70
1A_NashvilleToPaducah,36.88397000,-87.70835700,151.10
1A_NashvilleToPaducah,36.88407100,-87.70885500,152.80
1A_NashvilleToPaducah,36.88412600,-87.70922600,154.20
1A_NashvilleToPaducah,36.88422700,-87.70971900,155.90
1A_NashvilleToPaducah,36.88430900,-87.71013400,157.40
1A_NashvilleToPaducah,36.88452800,-87.71112500,157.80
1A_NashvilleToPaducah,36.88504700,-87.71326800,157.30
1A_NashvilleToPaducah,36.88671500,-87.71993200,152.30
1A_NashvilleToPaducah,36.88688300,-87.72058100,152.30
1A_NashvilleToPaducah,36.88706600,-87.72126400,152.30
1A_NashvilleToPaducah,36.88722200,-87.72192300,152.30
1A_NashvilleToPaducah,36.88752400,-87.72320700,152.30
1A_NashvilleToPaducah,36.88759900,-87.72371500,152.40
1A_NashvilleToPaducah,36.88762900,-87.72397100,153.00
1A_NashvilleToPaducah,36.88765000,-87.72422700,153.90
1A_NashvilleToPaducah,36.88765800,-87.72438700,154.50
1A_NashvilleToPaducah,36.88766300,-87.72448400,154.80
1A_NashvilleToPaducah,36.88766800,-87.72474100,155.30
1A_NashvilleToPaducah,36.88766500,-87.72499700,155.60
1A_NashvilleToPaducah,36.88765400,-87.72525200,155.60
1A_NashvilleToPaducah,36.88763600,-87.72550700,155.60
1A_NashvilleToPaducah,36.88760400,-87.72580600,155.70
1A_NashvilleToPaducah,36.88753400,-87.72625500,155.70
1A_NashvilleToPaducah,36.88748500,-87.72649900,155.70
1A_NashvilleToPaducah,36.88743100,-87.72674000,155.60
1A_NashvilleToPaducah,36.88737000,-87.72697800,155.50
1A_NashvilleToPaducah,36.88730100,-87.72721100,155.50
1A_NashvilleToPaducah,36.88728400,-87.72726200,155.60
1A_NashvilleToPaducah,36.88722500,-87.72743900,155.80
1A_NashvilleToPaducah,36.88714200,-87.72766300,156.10
1A_NashvilleToPaducah,36.88705400,-87.72788300,156.60
1A_NashvilleToPaducah,36.88695800,-87.72809700,157.10
1A_NashvilleToPaducah,36.88674500,-87.72851400,157.60
1A_NashvilleToPaducah,36.88663000,-87.72871700,157.80
1A_NashvilleToPaducah,36.88650900,-87.72891400,158.10
1A_NashvilleToPaducah,36.88638100,-87.72910200,158.20
1A_NashvilleToPaducah,36.88600800,-87.72946600,158.60
1A_NashvilleToPaducah,36.88555700,-87.73009000,159.80
1A_NashvilleToPaducah,36.88384000,-87.73243100,159.40
1A_NashvilleToPaducah,36.88254900,-87.73425100,156.70
1A_NashvilleToPaducah,36.88134200,-87.73597200,156.00
1A_NashvilleToPaducah,36.88118700,-87.73618900,155.90
1A_NashvilleToPaducah,36.88030500,-87.73742900,158.50
1A_NashvilleToPaducah,36.88017500,-87.73760600,158.40
1A_NashvilleToPaducah,36.87985400,-87.73801400,158.60
1A_NashvilleToPaducah,36.87911400,-87.73891500,159.90
1A_NashvilleToPaducah,36.87839300,-87.73979300,162.20
1A_NashvilleToPaducah,36.87810800,-87.74015000,162.70
1A_NashvilleToPaducah,36.87794500,-87.74036500,163.40
1A_NashvilleToPaducah,36.87782800,-87.74053500,164.00
1A_NashvilleToPaducah,36.87771600,-87.74071000,164.30
1A_NashvilleToPaducah,36.87757900,-87.74094500,164.60
1A_NashvilleToPaducah,36.87743200,-87.74122600,164.80
1A_NashvilleToPaducah,36.87733100,-87.74145600,164.60
1A_NashvilleToPaducah,36.87722200,-87.74174600,164.50
1A_NashvilleToPaducah,36.87720900,-87.74190200,164.20
1A_NashvilleToPaducah,36.87719000,-87.74204900,163.50
1A_NashvilleToPaducah,36.87717000,-87.74217000,162.70
1A_NashvilleToPaducah,36.87712500,-87.74235800,161.50
1A_NashvilleToPaducah,36.87705800,-87.74271100,158.00
1A_NashvilleToPaducah,36.87701900,-87.74298500,158.00
1A_NashvilleToPaducah,36.87697500,-87.74344100,162.00
1A_NashvilleToPaducah,36.87694000,-87.74404100,160.80
1A_NashvilleToPaducah,36.87681000,-87.74651000,159.50
1A_NashvilleToPaducah,36.87681000,-87.74651500,159.50
1A_NashvilleToPaducah,36.87674600,-87.74771200,161.70
1A_NashvilleToPaducah,36.87671900,-87.74822700,161.60
1A_NashvilleToPaducah,36.87662200,-87.74985300,161.70
1A_NashvilleToPaducah,36.87659900,-87.75012700,161.60
1A_NashvilleToPaducah,36.87656800,-87.75039700,161.50
1A_NashvilleToPaducah,36.87652800,-87.75066200,161.70
1A_NashvilleToPaducah,36.87649500,-87.75084500,161.70
1A_NashvilleToPaducah,36.87648200,-87.75092100,161.70
1A_NashvilleToPaducah,36.87642900,-87.75117400,161.40
1A_NashvilleToPaducah,36.87637200,-87.75141300,160.80
1A_NashvilleToPaducah,36.87630300,-87.75165900,160.20
1A_NashvilleToPaducah,36.87615300,-87.75212200,158.70
1A_NashvilleToPaducah,36.87599200,-87.75258200,158.00
1A_NashvilleToPaducah,36.87545500,-87.75401200,161.60
1A_NashvilleToPaducah,36.87501300,-87.75518900,161.60
1A_NashvilleToPaducah,36.87384900,-87.75830400,158.20
1A_NashvilleToPaducah,36.87286100,-87.76094900,155.90
1A_NashvilleToPaducah,36.87269600,-87.76139100,157.40
1A_NashvilleToPaducah,36.87239800,-87.76218500,158.60
1A_NashvilleToPaducah,36.87220900,-87.76269100,158.20
1A_NashvilleToPaducah,36.87196200,-87.76338000,156.60
1A_NashvilleToPaducah,36.87188400,-87.76361000,156.80
1A_NashvilleToPaducah,36.87158300,-87.76453600,155.00
1A_NashvilleToPaducah,36.87138700,-87.76518300,154.80
1A_NashvilleToPaducah,36.87133900,-87.76534600,154.90
1A_NashvilleToPaducah,36.87123200,-87.76571300,155.90
1A_NashvilleToPaducah,36.87109600,-87.76619900,158.30
1A_NashvilleToPaducah,36.87017600,-87.76964900,158.00
1A_NashvilleToPaducah,36.86930300,-87.77291900,152.40
1A_NashvilleToPaducah,36.86901500,-87.77401600,156.20
1A_NashvilleToPaducah,36.86889900,-87.77443900,156.00
1A_NashvilleToPaducah,36.86832900,-87.77655500,152.10
1A_NashvilleToPaducah,36.86814100,-87.77728500,151.50
1A_NashvilleToPaducah,36.86803100,-87.77777300,150.10
1A_NashvilleToPaducah,36.86798500,-87.77801800,151.10
1A_NashvilleToPaducah,36.86793400,-87.77834100,152.60
1A_NashvilleToPaducah,36.86790900,-87.77851500,152.80
1A_NashvilleToPaducah,36.86787400,-87.77875700,152.60
1A_NashvilleToPaducah,36.86784600,-87.77900600,151.50
1A_NashvilleToPaducah,36.86782200,-87.77926100,150.10
1A_NashvilleToPaducah,36.86780600,-87.77952000,150.30
1A_NashvilleToPaducah,36.86778700,-87.78005400,151.30
1A_NashvilleToPaducah,36.86778400,-87.78116900,151.80
1A_NashvilleToPaducah,36.86778700,-87.78347200,150.90
1A_NashvilleToPaducah,36.86778700,-87.78361500,150.80
1A_NashvilleToPaducah,36.86779000,-87.78663300,154.90
1A_NashvilleToPaducah,36.86779100,-87.78805000,152.70
1A_NashvilleToPaducah,36.86779500,-87.79137800,152.10
1A_NashvilleToPaducah,36.86779500,-87.79178200,152.70
1A_NashvilleToPaducah,36.86778500,-87.79234200,153.80
1A_NashvilleToPaducah,36.86776400,-87.79274300,153.90
1A_NashvilleToPaducah,36.86774200,-87.79297400,153.60
1A_NashvilleToPaducah,36.86771100,-87.79320300,153.30
1A_NashvilleToPaducah,36.86767200,-87.79342600,153.10
1A_NashvilleToPaducah,36.86762600,-87.79364600,152.60
1A_NashvilleToPaducah,36.86757100,-87.79386300,152.30
1A_NashvilleToPaducah,36.86750800,-87.79407500,151.90
1A_NashvilleToPaducah,36.86743700,-87.79428400,151.70
1A_NashvilleToPaducah,36.86735900,-87.79448700,151.50
1A_NashvilleToPaducah,36.86727600,-87.79468600,151.10
1A_NashvilleToPaducah,36.86718600,-87.79488000,150.70
1A_NashvilleToPaducah,36.86708900,-87.79506800,150.30
1A_NashvilleToPaducah,36.86698700,-87.79524900,150.00
1A_NashvilleToPaducah,36.86687900,-87.79542400,149.70
1A_NashvilleToPaducah,36.86683200,-87.79549100,149.70
1A_NashvilleToPaducah,36.86675400,-87.79558900,149.70
1A_NashvilleToPaducah,36.86664200,-87.79574300,149.80
1A_NashvilleToPaducah,36.86651700,-87.79589200,149.80
1A_NashvilleToPaducah,36.86638800,-87.79603700,149.60
1A_NashvilleToPaducah,36.86627900,-87.79615000,149.50
1A_NashvilleToPaducah,36.86611300,-87.79631100,149.40
1A_NashvilleToPaducah,36.86596600,-87.79644000,149.50
1A_NashvilleToPaducah,36.86581200,-87.79656000,149.60
1A_NashvilleToPaducah,36.86565100,-87.79667100,149.50
1A_NashvilleToPaducah,36.86548700,-87.79677400,149.10
1A_NashvilleToPaducah,36.86531800,-87.79687200,147.30
1A_NashvilleToPaducah,36.86497100,-87.79705200,145.90
1A_NashvilleToPaducah,36.86386300,-87.79758000,143.90
1A_NashvilleToPaducah,36.86372700,-87.79764500,143.70
1A_NashvilleToPaducah,36.86356700,-87.79772600,143.60
1A_NashvilleToPaducah,36.86329900,-87.79787000,144.70
1A_NashvilleToPaducah,36.86311700,-87.79798100,145.20
1A_NashvilleToPaducah,36.86286300,-87.79815600,146.00
1A_NashvilleToPaducah,36.86267600,-87.79830200,146.50
1A_NashvilleToPaducah,36.86248100,-87.79847800,146.80
1A_NashvilleToPaducah,36.86235200,-87.79858900,146.60
1A_NashvilleToPaducah,36.86221500,-87.79872700,146.20
1A_NashvilleToPaducah,36.86208300,-87.79888700,145.20
1A_NashvilleToPaducah,36.86205100,-87.79892800,145.00
1A_NashvilleToPaducah,36.86195800,-87.79904700,144.70
1A_NashvilleToPaducah,36.86185000,-87.79920000,145.00
1A_NashvilleToPaducah,36.86172100,-87.79939900,145.30
1A_NashvilleToPaducah,36.86162000,-87.79956700,145.50
1A_NashvilleToPaducah,36.86151300,-87.79974200,145.70
1A_NashvilleToPaducah,36.86142100,-87.79992700,145.90
1A_NashvilleToPaducah,36.86130300,-87.80020600,145.80
1A_NashvilleToPaducah,36.86120400,-87.80048000,144.90
1A_NashvilleToPaducah,36.86110200,-87.80083200,143.40
1A_NashvilleToPaducah,36.86103500,-87.80110700,143.20
1A_NashvilleToPaducah,36.86099100,-87.80131400,143.70
1A_NashvilleToPaducah,36.86093000,-87.80166600,144.40
1A_NashvilleToPaducah,36.86088000,-87.80204200,145.20
1A_NashvilleToPaducah,36.86059400,-87.80463300,150.90
1A_NashvilleToPaducah,36.86022500,-87.80798700,148.80
1A_NashvilleToPaducah,36.86016300,-87.80851400,146.90
1A_NashvilleToPaducah,36.86013100,-87.80874400,146.30
1A_NashvilleToPaducah,36.86006600,-87.80914800,144.10
1A_NashvilleToPaducah,36.86001600,-87.80939400,143.40
1A_NashvilleToPaducah,36.85995900,-87.80963900,143.60
1A_NashvilleToPaducah,36.85989500,-87.80988200,144.40
1A_NashvilleToPaducah,36.85982400,-87.81012100,145.30
1A_NashvilleToPaducah,36.85970300,-87.81047200,146.50
1A_NashvilleToPaducah,36.85956300,-87.81081500,146.80
1A_NashvilleToPaducah,36.85952800,-87.81089300,146.80
1A_NashvilleToPaducah,36.85946000,-87.81104400,147.30
1A_NashvilleToPaducah,36.85934700,-87.81127500,148.30
1A_NashvilleToPaducah,36.85922300,-87.81150400,148.70
1A_NashvilleToPaducah,36.85908700,-87.81173000,147.90
1A_NashvilleToPaducah,36.85894500,-87.81194900,146.80
1A_NashvilleToPaducah,36.85879400,-87.81216200,145.20
1A_NashvilleToPaducah,36.85863600,-87.81236600,143.30
1A_NashvilleToPaducah,36.85847200,-87.81256000,141.90
1A_NashvilleToPaducah,36.85821500,-87.81283400,140.30
1A_NashvilleToPaducah,36.85812800,-87.81292100,139.60
1A_NashvilleToPaducah,36.85794800,-87.81308700,137.50
1A_NashvilleToPaducah,36.85749100,-87.81347300,134.50
1A_NashvilleToPaducah,36.85606900,-87.81462500,119.00
1A_NashvilleToPaducah,36.85356800,-87.81665000,110.40
1A_NashvilleToPaducah,36.85293700,-87.81715500,110.00
1A_NashvilleToPaducah,36.85206200,-87.81785900,121.10
1A_NashvilleToPaducah,36.85006600,-87.81949700,142.90
1A_NashvilleToPaducah,36.84657100,-87.82236200,145.50
1A_NashvilleToPaducah,36.84613500,-87.82272000,150.40
1A_NashvilleToPaducah,36.84569900,-87.82309800,152.10
1A_NashvilleToPaducah,36.84548000,-87.82330700,152.50
1A_NashvilleToPaducah,36.84482000,-87.82402700,151.40
1A_NashvilleToPaducah,36.84470400,-87.82415400,151.40
1A_NashvilleToPaducah,36.84454700,-87.82437000,151.80
1A_NashvilleToPaducah,36.84424700,-87.82479400,152.60
1A_NashvilleToPaducah,36.84400200,-87.82518800,151.30
1A_NashvilleToPaducah,36.84398100,-87.82522600,151.20
1A_NashvilleToPaducah,36.84366500,-87.82580500,146.80
1A_NashvilleToPaducah,36.84351800,-87.82611100,142.80
1A_NashvilleToPaducah,36.84337200,-87.82645800,140.20
1A_NashvilleToPaducah,36.84329700,-87.82665700,138.00
1A_NashvilleToPaducah,36.84304400,-87.82733400,136.20
1A_NashvilleToPaducah,36.84291500,-87.82775800,142.70
1A_NashvilleToPaducah,36.84280400,-87.82821200,140.10
1A_NashvilleToPaducah,36.84264400,-87.82894100,131.20
1A_NashvilleToPaducah,36.84257700,-87.82929700,137.40
1A_NashvilleToPaducah,36.84235000,-87.83052200,138.70
1A_NashvilleToPaducah,36.84207400,-87.83214600,117.20
1A_NashvilleToPaducah,36.84181100,-87.83339200,123.00
1A_NashvilleToPaducah,36.84156100,-87.83450700,131.30
1A_NashvilleToPaducah,36.84150500,-87.83481300,135.10
1A_NashvilleToPaducah,36.84144500,-87.83513300,139.40
1A_NashvilleToPaducah,36.84133500,-87.83559200,140.80
1A_NashvilleToPaducah,36.84122900,-87.83596900,137.30
1A_NashvilleToPaducah,36.84110400,-87.83632500,132.90
1A_NashvilleToPaducah,36.83977200,-87.84012900,134.60
1A_NashvilleToPaducah,36.83961400,-87.84059600,136.20
1A_NashvilleToPaducah,36.83950300,-87.84094900,138.30
1A_NashvilleToPaducah,36.83936700,-87.84142500,143.50
1A_NashvilleToPaducah,36.83927500,-87.84178400,146.20
1A_NashvilleToPaducah,36.83919100,-87.84214300,147.30
1A_NashvilleToPaducah,36.83914100,-87.84238400,147.60
1A_NashvilleToPaducah,36.83902900,-87.84296200,147.00
1A_NashvilleToPaducah,36.83866400,-87.84493100,147.10
1A_NashvilleToPaducah,36.83850500,-87.84582500,148.40
1A_NashvilleToPaducah,36.83845500,-87.84617300,149.50
1A_NashvilleToPaducah,36.83841200,-87.84652700,149.50
1A_NashvilleToPaducah,36.83838000,-87.84688700,149.60
1A_NashvilleToPaducah,36.83837100,-87.84707100,149.60
1A_NashvilleToPaducah,36.83835500,-87.84737500,149.50
1A_NashvilleToPaducah,36.83834700,-87.84786600,149.00
1A_NashvilleToPaducah,36.83835600,-87.84823100,149.00
1A_NashvilleToPaducah,36.83836800,-87.84847700,149.20
1A_NashvilleToPaducah,36.83838600,-87.84872400,149.40
1A_NashvilleToPaducah,36.83842900,-87.84921900,149.40
1A_NashvilleToPaducah,36.83863400,-87.85125300,149.90
1A_NashvilleToPaducah,36.83874300,-87.85233700,153.00
1A_NashvilleToPaducah,36.83881900,-87.85295500,153.00
1A_NashvilleToPaducah,36.83896200,-87.85389600,152.40
1A_NashvilleToPaducah,36.83923400,-87.85553900,152.50
1A_NashvilleToPaducah,36.83930700,-87.85601200,152.30
1A_NashvilleToPaducah,36.83935700,-87.85636600,152.50
1A_NashvilleToPaducah,36.83938400,-87.85660200,152.60
1A_NashvilleToPaducah,36.83940600,-87.85683800,152.70
1A_NashvilleToPaducah,36.83942200,-87.85707300,152.80
1A_NashvilleToPaducah,36.83943200,-87.85730400,152.90
1A_NashvilleToPaducah,36.83943100,-87.85764400,153.20
1A_NashvilleToPaducah,36.83941600,-87.85797400,153.50
1A_NashvilleToPaducah,36.83938600,-87.85829300,153.60
1A_NashvilleToPaducah,36.83932900,-87.85871200,153.60
1A_NashvilleToPaducah,36.83925400,-87.85913000,153.20
1A_NashvilleToPaducah,36.83920800,-87.85933600,153.30
1A_NashvilleToPaducah,36.83915600,-87.85954100,153.80
1A_NashvilleToPaducah,36.83895300,-87.86021800,156.10
1A_NashvilleToPaducah,36.83878200,-87.86067200,158.00
1A_NashvilleToPaducah,36.83857300,-87.86108700,158.30
1A_NashvilleToPaducah,36.83830700,-87.86154200,156.80
1A_NashvilleToPaducah,36.83811100,-87.86184300,155.80
1A_NashvilleToPaducah,36.83789700,-87.86214400,153.10
1A_NashvilleToPaducah,36.83761700,-87.86248500,150.90
1A_NashvilleToPaducah,36.83733100,-87.86274600,155.00
1A_NashvilleToPaducah,36.83696000,-87.86304600,156.40
1A_NashvilleToPaducah,36.83642700,-87.86339100,155.00
1A_NashvilleToPaducah,36.83518700,-87.86410400,148.90
1A_NashvilleToPaducah,36.83496200,-87.86423300,148.40
1A_NashvilleToPaducah,36.83350000,-87.86499200,154.60
1A_NashvilleToPaducah,36.83329500,-87.86511500,154.70
1A_NashvilleToPaducah,36.83296700,-87.86531400,154.10
1A_NashvilleToPaducah,36.83231500,-87.86574300,152.60
1A_NashvilleToPaducah,36.83029400,-87.86726600,152.60
1A_NashvilleToPaducah,36.82793500,-87.86894000,153.60
1A_NashvilleToPaducah,36.82537800,-87.87086000,150.40
1A_NashvilleToPaducah,36.82458600,-87.87145000,151.40
1A_NashvilleToPaducah,36.82362400,-87.87218000,154.40
1A_NashvilleToPaducah,36.82321100,-87.87250200,154.20
1A_NashvilleToPaducah,36.82291600,-87.87278500,154.70
1A_NashvilleToPaducah,36.82249100,-87.87324500,155.60
1A_NashvilleToPaducah,36.82199800,-87.87387500,157.90
1A_NashvilleToPaducah,36.82148800,-87.87459000,162.00
1A_NashvilleToPaducah,36.82070200,-87.87599000,167.10
1A_NashvilleToPaducah,36.81979400,-87.87761300,167.70
1A_NashvilleToPaducah,36.81923300,-87.87857500,165.70
1A_NashvilleToPaducah,36.81866600,-87.87955900,165.00
1A_NashvilleToPaducah,36.81816800,-87.88033800,164.00
1A_NashvilleToPaducah,36.81765200,-87.88105300,165.00
1A_NashvilleToPaducah,36.81668300,-87.88219900,172.50
1A_NashvilleToPaducah,36.81621800,-87.88275200,175.10
1A_NashvilleToPaducah,36.81570800,-87.88338200,175.50
1A_NashvilleToPaducah,36.81523800,-87.88400400,179.70
1A_NashvilleToPaducah,36.81476800,-87.88483300,177.40
1A_NashvilleToPaducah,36.81437700,-87.88564700,178.90
1A_NashvilleToPaducah,36.81405900,-87.88643900,181.60
1A_NashvilleToPaducah,36.81377600,-87.88733800,179.70
1A_NashvilleToPaducah,36.81356000,-87.88821600,183.20
1A_NashvilleToPaducah,36.81342400,-87.88900900,185.90
1A_NashvilleToPaducah,36.81333900,-87.88989400,180.00
1A_NashvilleToPaducah,36.81333400,-87.89121000,173.20
1A_NashvilleToPaducah,36.81336100,-87.89209900,183.50
1A_NashvilleToPaducah,36.81341900,-87.89328400,188.40
1A_NashvilleToPaducah,36.81353200,-87.89420400,181.00
1A_NashvilleToPaducah,36.81370200,-87.89559200,164.30
1A_NashvilleToPaducah,36.81377900,-87.89652900,174.10
1A_NashvilleToPaducah,36.81379400,-87.89695500,169.60
1A_NashvilleToPaducah,36.81379800,-87.89731700,165.40
1A_NashvilleToPaducah,36.81379000,-87.89765800,165.20
1A_NashvilleToPaducah,36.81376600,-87.89797400,165.70
1A_NashvilleToPaducah,36.81373500,-87.89823600,168.80
1A_NashvilleToPaducah,36.81368000,-87.89858800,172.90
1A_NashvilleToPaducah,36.81360100,-87.89896100,175.80
1A_NashvilleToPaducah,36.81349800,-87.89929400,176.40
1A_NashvilleToPaducah,36.81324900,-87.89999400,179.00
1A_NashvilleToPaducah,36.81304300,-87.90060900,182.50
1A_NashvilleToPaducah,36.81264200,-87.90125400,171.40
1A_NashvilleToPaducah,36.81220600,-87.90192000,170.90
1A_NashvilleToPaducah,36.81122600,-87.90310200,169.90
1A_NashvilleToPaducah,36.81024900,-87.90431600,155.20
1A_NashvilleToPaducah,36.81016000,-87.90442600,154.80
1A_NashvilleToPaducah,36.80862400,-87.90633000,149.20
1A_NashvilleToPaducah,36.80752500,-87.90771000,144.10
1A_NashvilleToPaducah,36.80732000,-87.90800900,143.10
1A_NashvilleToPaducah,36.80690700,-87.90860900,139.60
1A_NashvilleToPaducah,36.80643600,-87.90955500,136.70
1A_NashvilleToPaducah,36.80603700,-87.91062700,134.70
1A_NashvilleToPaducah,36.80584600,-87.91129200,132.50
1A_NashvilleToPaducah,36.80571700,-87.91191700,130.90
1A_NashvilleToPaducah,36.80559000,-87.91273700,128.70
1A_NashvilleToPaducah,36.80553400,-87.91313300,128.00
1A_NashvilleToPaducah,36.80522800,-87.91537300,126.80
1A_NashvilleToPaducah,36.80512500,-87.91607400,124.30
1A_NashvilleToPaducah,36.80502600,-87.91680600,123.80
1A_NashvilleToPaducah,36.80491500,-87.91756400,123.60
1A_NashvilleToPaducah,36.80479900,-87.91848400,121.60
1A_NashvilleToPaducah,36.80476400,-87.91896300,121.60
1A_NashvilleToPaducah,36.80475200,-87.91932900,121.60
1A_NashvilleToPaducah,36.80475100,-87.91954500,121.60
1A_NashvilleToPaducah,36.80476000,-87.91980900,121.60
