Latitude,Longitude,Elevation,Distance,Orientation
37.08087000,-88.38666600,125.00,0.27,78.11
37.08091100,-88.38642200,125.00,0.27,78.89
37.08093200,-88.38628800,122.00,0.27,80.60
37.08093900,-88.38623500,122.00,0.27,79.29
37.08096600,-88.38605600,119.00,0.27,79.22
37.08101900,-88.38570700,117.00,0.27,80.36
37.08104800,-88.38549300,117.00,0.27,79.50
37.08109500,-88.38517500,119.00,0.27,78.25
37.08113400,-88.38494000,123.00,0.27,77.07
37.08115800,-88.38480900,123.00,0.27,76.29
37.08119400,-88.38462400,122.00,0.27,73.93
37.08124800,-88.38438900,120.00,0.27,71.89
37.08129600,-88.38420500,120.00,0.27,71.07
37.08132500,-88.38409900,118.00,0.27,70.33
37.08140000,-88.38383600,119.00,0.28,69.82
37.08168200,-88.38287400,122.00,0.28,69.51
37.08173000,-88.38271300,122.00,0.28,69.96
37.08191300,-88.38208400,121.00,0.28,70.53
37.08196800,-88.38188900,119.00,0.28,72.60
37.08198300,-88.38182900,119.00,0.28,70.71
37.08220800,-88.38102300,122.00,0.28,71.38
37.08225100,-88.38086300,126.00,0.28,69.47
37.08227400,-88.38078600,124.00,0.28,71.09
37.08232100,-88.38061400,124.00,0.28,70.10
37.08244200,-88.38019500,121.00,0.28,69.69
37.08254800,-88.37983600,123.00,0.28,68.52
37.08261800,-88.37961300,124.00,0.28,66.97
37.08267700,-88.37943900,124.00,0.28,65.08
37.08274000,-88.37926900,124.00,0.28,64.13
37.08280500,-88.37910100,123.00,0.28,62.70
37.08295900,-88.37872700,122.00,0.28,61.99
37.08320300,-88.37815200,121.00,0.28,61.97
37.08339200,-88.37770700,121.00,0.28,62.08
37.08370100,-88.37697600,124.00,0.28,61.65
37.08376900,-88.37681800,125.00,0.28,62.60
37.08389800,-88.37650600,127.00,0.28,62.17
37.08399400,-88.37627800,126.00,0.28,63.22
37.08402500,-88.37620100,126.00,0.28,61.79
37.08422100,-88.37574300,130.00,0.28,61.20
37.08459200,-88.37489700,126.00,0.28,60.75
37.08482700,-88.37437100,124.00,0.28,60.93
37.08497200,-88.37404400,126.00,0.29,61.38
37.08510000,-88.37375000,125.00,0.29,61.93
37.08519400,-88.37352900,126.00,0.29,61.22
37.08526500,-88.37336700,126.00,0.29,62.14
37.08533500,-88.37320100,124.00,0.29,61.75
37.08547900,-88.37286500,124.00,0.29,62.25
37.08562800,-88.37251000,124.00,0.29,62.68
37.08591400,-88.37181600,124.00,0.29,63.71
37.08598100,-88.37164600,123.00,0.29,61.54
37.08606100,-88.37146100,123.00,0.29,63.06
37.08613600,-88.37127600,122.00,0.29,61.88
37.08621400,-88.37109300,122.00,0.29,61.17
37.08628600,-88.37092900,122.00,0.29,62.36
37.08634700,-88.37078300,123.00,0.29,61.04
37.08643000,-88.37059500,119.00,0.29,61.64
37.08664400,-88.37009800,117.00,0.29,60.34
37.08697200,-88.36937600,121.00,0.29,59.90
37.08715000,-88.36899100,122.00,0.29,59.41
37.08742300,-88.36841200,123.00,0.29,60.05
37.08749700,-88.36825100,123.00,0.29,60.92
37.08763100,-88.36794900,121.00,0.29,61.88
37.08776100,-88.36764400,121.00,0.29,62.88
37.08782800,-88.36748000,117.00,0.29,64.04
37.08794100,-88.36718900,118.00,0.29,64.36
37.08806200,-88.36687300,117.00,0.29,63.37
37.08810400,-88.36676800,117.00,0.29,64.34
37.08822700,-88.36644700,116.00,0.29,65.21
37.08844400,-88.36585800,114.00,0.29,65.57
37.08849400,-88.36572000,115.00,0.29,64.59
37.08862700,-88.36536900,119.00,0.29,64.87
37.08886500,-88.36473300,118.00,0.30,64.26
37.08898000,-88.36443400,109.00,0.30,63.67
37.08910200,-88.36412500,109.00,0.30,62.89
37.08915100,-88.36400500,109.00,0.30,61.54
37.08929500,-88.36367200,109.00,0.30,60.61
37.08953400,-88.36314000,114.00,0.30,59.28
37.08960700,-88.36298600,116.00,0.30,60.28
37.08965800,-88.36287400,116.00,0.30,58.72
37.08970500,-88.36277700,117.00,0.30,57.42
37.08973100,-88.36272600,113.00,0.30,59.03
37.08991100,-88.36235000,114.00,0.30,60.03
37.09002000,-88.36211300,116.00,0.30,56.95
37.09006100,-88.36203400,116.00,0.30,103.99
37.09003000,-88.36187800,118.00,0.30,101.32
37.08998800,-88.36161500,116.00,0.30,102.65
37.08996400,-88.36148100,116.00,0.30,100.06
37.08983400,-88.36056200,119.00,0.30,100.54
37.08978500,-88.36023200,117.00,0.30,100.12
37.08973600,-88.35988800,117.00,0.30,100.68
37.08968200,-88.35952900,117.00,0.30,101.85
37.08964200,-88.35929000,117.00,0.30,102.84
37.08959400,-88.35902600,116.00,0.30,105.38
37.08953300,-88.35874800,116.00,0.30,107.62
37.08943900,-88.35837700,115.00,0.30,108.91
37.08939200,-88.35820500,116.00,0.30,108.55
37.08933900,-88.35800700,118.00,0.30,109.45
37.08928800,-88.35782600,118.00,0.30,110.93
37.08923400,-88.35764900,121.00,0.30,112.10
37.08917700,-88.35747300,121.00,0.30,117.18
37.08910900,-88.35730700,117.00,0.30,114.63
37.08904500,-88.35713200,116.00,0.30,115.39
37.08897800,-88.35695500,116.00,0.30,115.92
37.08884500,-88.35661200,111.00,0.30,116.10
37.08876800,-88.35641500,111.00,0.30,116.60
37.08862300,-88.35605200,109.00,0.30,115.47
37.08855500,-88.35587300,112.00,0.30,116.33
37.08849500,-88.35572100,110.00,0.30,116.02
37.08845100,-88.35560800,110.00,0.31,115.54
37.08821200,-88.35498100,110.00,0.31,116.32
37.08813900,-88.35479600,110.00,0.31,115.80
37.08799400,-88.35442000,110.00,0.31,116.44
37.08792100,-88.35423600,110.00,0.31,115.64
37.08778200,-88.35387300,114.00,0.31,116.38
37.08763800,-88.35350900,111.00,0.31,117.71
37.08748300,-88.35313900,107.00,0.31,117.05
37.08740600,-88.35295000,110.00,0.31,115.28
37.08711100,-88.35216700,110.00,0.31,115.07
37.08696400,-88.35177300,108.00,0.31,116.69
37.08688700,-88.35158100,102.00,0.31,115.26
37.08667400,-88.35101500,104.00,0.31,116.50
37.08660600,-88.35084400,105.00,0.31,117.36
37.08653500,-88.35067200,105.00,0.31,116.63
37.08643700,-88.35042700,106.00,0.31,115.49
37.08641000,-88.35035600,106.00,0.31,115.90
37.08620900,-88.34983700,106.00,0.31,115.36
37.08613300,-88.34963600,107.00,0.31,116.31
37.08601900,-88.34934700,107.00,0.31,115.84
37.08600200,-88.34930300,107.00,0.31,116.31
37.08597400,-88.34923200,107.00,0.31,115.07
37.08589900,-88.34903100,108.00,0.31,116.04
37.08582300,-88.34883600,106.00,0.31,115.52
37.08567600,-88.34845000,105.00,0.31,115.80
37.08535400,-88.34761500,105.00,0.31,116.43
37.08530800,-88.34749900,106.00,0.31,116.10
37.08488400,-88.34641400,109.00,0.31,115.94
37.08467600,-88.34587800,111.00,0.32,116.38
37.08460400,-88.34569600,110.00,0.32,115.30
37.08453500,-88.34551300,108.00,0.32,115.98
37.08403000,-88.34421400,116.00,0.32,117.03
37.08396000,-88.34404200,117.00,0.32,115.42
37.08389100,-88.34386000,118.00,0.32,115.90
37.08354900,-88.34297700,120.00,0.32,116.43
37.08348000,-88.34280300,120.00,0.32,115.94
37.08327700,-88.34228000,116.00,0.32,115.51
37.08321000,-88.34210400,116.00,0.32,116.18
37.08299900,-88.34156600,117.00,0.32,115.51
37.08285700,-88.34119300,118.00,0.32,116.54
37.08280600,-88.34106500,118.00,0.32,116.26
37.08270800,-88.34081600,119.00,0.32,115.75
37.08211800,-88.33928300,113.00,0.32,116.16
37.08206000,-88.33913500,113.00,0.32,115.74
37.08175500,-88.33834200,117.00,0.32,116.26
37.08160700,-88.33796600,121.00,0.32,115.29
37.08153500,-88.33777500,122.00,0.32,116.04
37.08138300,-88.33738500,124.00,0.32,116.13
37.08116700,-88.33683300,128.00,0.33,115.73
37.08102400,-88.33646100,126.00,0.33,115.14
37.08095400,-88.33627400,126.00,0.33,116.38
37.08088200,-88.33609200,126.00,0.33,115.41
37.08073800,-88.33571200,126.00,0.33,116.00
37.08037500,-88.33477900,126.00,0.33,116.34
37.08023400,-88.33442200,127.00,0.33,114.58
37.08018000,-88.33427400,127.00,0.33,116.52
37.08013900,-88.33417100,127.00,0.33,115.69
37.08003000,-88.33388700,129.00,0.33,115.34
37.07989100,-88.33351900,128.00,0.33,115.88
37.07981900,-88.33333300,128.00,0.33,116.47
37.07967200,-88.33296300,123.00,0.33,115.48
37.07951800,-88.33255800,124.00,0.33,116.70
37.07938800,-88.33223400,121.00,0.33,115.69
37.07931700,-88.33204900,121.00,0.33,116.95
37.07917100,-88.33168900,123.00,0.33,114.71
37.07903700,-88.33132400,118.00,0.33,116.26
37.07882600,-88.33078800,114.00,0.33,115.66
37.07868800,-88.33042800,112.00,0.33,114.85
37.07862000,-88.33024400,110.00,0.33,115.78
37.07839000,-88.32964700,106.00,0.33,0.00
37.07839000,-88.32964700,106.00,0.33,115.91
37.07834000,-88.32951800,106.00,0.33,116.48
37.07821400,-88.32920100,106.00,0.33,115.74
37.07812400,-88.32896700,105.00,0.33,116.40
37.07798100,-88.32860600,111.00,0.33,115.42
37.07784600,-88.32825000,108.00,0.33,116.31
37.07777500,-88.32807000,107.00,0.33,116.91
37.07762800,-88.32770700,106.00,0.33,114.90
37.07755800,-88.32751800,106.00,0.33,117.32
37.07748300,-88.32733600,107.00,0.34,116.25
37.07733900,-88.32697000,108.00,0.34,115.17
37.07727000,-88.32678600,112.00,0.34,116.09
37.07712700,-88.32642000,110.00,0.34,115.17
37.07698900,-88.32605200,117.00,0.34,114.44
37.07692300,-88.32587000,108.00,0.34,112.56
37.07686200,-88.32568600,108.00,0.34,109.80
37.07680800,-88.32549800,111.00,0.34,107.14
37.07676100,-88.32530700,111.00,0.34,104.59
37.07673400,-88.32517700,114.00,0.34,104.07
37.07672100,-88.32511200,114.00,0.34,101.80
37.07668900,-88.32492000,118.00,0.34,99.49
37.07666300,-88.32472500,114.00,0.34,95.56
37.07664800,-88.32453200,112.00,0.34,92.96
37.07664000,-88.32433800,110.00,0.34,89.25
37.07664200,-88.32414700,109.00,0.34,87.34
37.07664900,-88.32395800,109.00,0.34,84.35
37.07666400,-88.32376800,111.00,0.34,82.03
37.07668500,-88.32358000,112.00,0.34,80.54
37.07671000,-88.32339200,112.00,0.34,78.26
37.07674100,-88.32320500,109.00,0.34,77.54
37.07680800,-88.32282500,109.00,0.34,78.14
37.07684000,-88.32263400,111.00,0.34,77.47
37.07697400,-88.32187800,110.00,0.34,77.06
37.07718700,-88.32071600,111.00,0.34,77.44
37.07743400,-88.31932600,110.00,0.34,77.09
37.07753900,-88.31875200,110.00,0.34,77.48
37.07758100,-88.31851500,111.00,0.34,77.36
37.07764400,-88.31816300,110.00,0.34,77.56
37.07777000,-88.31744700,111.00,0.35,77.00
37.07781900,-88.31718100,110.00,0.35,77.52
37.07788700,-88.31679600,109.00,0.35,76.97
37.07792300,-88.31660100,109.00,0.35,78.17
37.07799000,-88.31620000,109.00,0.35,77.81
37.07802500,-88.31599700,110.00,0.35,76.67
37.07804900,-88.31587000,110.00,0.35,77.37
37.07809800,-88.31559600,110.00,0.35,76.85
37.07816100,-88.31525800,108.00,0.35,77.23
37.07824200,-88.31481000,108.00,0.35,76.81
37.07831400,-88.31442500,106.00,0.35,77.35
37.07854600,-88.31312900,106.00,0.35,76.63
37.07857900,-88.31295500,107.00,0.35,77.74
37.07860900,-88.31278200,107.00,0.35,77.25
37.07875700,-88.31196200,106.00,0.35,76.42
37.07878900,-88.31179600,105.00,0.35,77.63
37.07881700,-88.31163600,106.00,0.35,76.99
37.07887100,-88.31134300,107.00,0.35,77.75
37.07889300,-88.31121600,106.00,0.35,76.97
37.07894600,-88.31092900,107.00,0.35,132.40
37.07851400,-88.31033600,104.00,0.35,133.10
37.07740300,-88.30884800,110.00,0.35,135.36
37.07703300,-88.30839000,108.00,0.36,136.66
37.07638800,-88.30762700,113.00,0.36,136.33
37.07605200,-88.30722500,111.00,0.36,131.91
37.07594100,-88.30707000,110.00,0.36,127.54
37.07583800,-88.30690200,111.00,0.36,120.65
37.07575100,-88.30671800,110.00,0.36,114.29
37.07567900,-88.30651800,110.00,0.36,110.01
37.07561800,-88.30630800,111.00,0.36,106.94
37.07556600,-88.30609400,113.00,0.36,106.11
37.07546600,-88.30566000,120.00,0.36,104.85
37.07520200,-88.30441200,122.00,0.36,104.69
37.07495200,-88.30321700,131.00,0.36,107.44
37.07485600,-88.30283400,131.00,0.36,110.94
37.07479800,-88.30264400,131.00,0.36,114.39
37.07473000,-88.30245600,131.00,0.36,119.26
37.07465000,-88.30227700,132.00,0.36,123.33
37.07447000,-88.30193400,132.00,0.36,128.00
37.07436900,-88.30177200,133.00,0.36,131.50
37.07426100,-88.30161900,135.00,0.36,134.72
37.07414800,-88.30147600,135.00,0.36,138.68
37.07403000,-88.30134600,135.00,0.36,142.99
37.07390300,-88.30122600,135.00,0.36,147.10
37.07364400,-88.30101600,139.00,0.36,148.95
37.07337900,-88.30081600,142.00,0.36,150.46
37.07299600,-88.30054400,139.00,0.36,151.76
37.07284300,-88.30044100,139.00,0.36,154.97
37.07270800,-88.30036200,136.00,0.36,156.75
37.07257800,-88.30029200,136.00,0.36,162.18
37.07244400,-88.30023800,137.00,0.36,167.07
37.07215900,-88.30015600,138.00,0.37,172.32
37.07181000,-88.30009700,140.00,0.37,172.12
37.07141800,-88.30002900,141.00,0.37,169.22
37.07126300,-88.29999200,140.00,0.37,166.05
37.07111200,-88.29994500,140.00,0.37,162.53
37.07081800,-88.29982900,136.00,0.37,157.68
37.07054200,-88.29968700,136.00,0.37,153.25
37.06986600,-88.29926000,134.00,0.37,155.16
37.06959200,-88.29910100,134.00,0.37,159.64
37.06931900,-88.29897400,134.00,0.37,164.16
37.06918400,-88.29892600,134.00,0.37,169.17
37.06888800,-88.29885500,136.00,0.37,173.39
37.06813100,-88.29874500,133.00,0.37,171.98
37.06811400,-88.29874200,133.00,0.37,172.07
37.06769600,-88.29866900,135.00,0.37,166.44
37.06742800,-88.29858800,137.00,0.37,161.21
37.06729900,-88.29853300,137.00,0.37,154.93
37.06705000,-88.29838700,139.00,0.37,149.24
37.06693200,-88.29829900,137.00,0.37,146.61
37.06681700,-88.29820400,137.00,0.37,141.01
37.06660900,-88.29799300,133.00,0.37,135.50
37.06651400,-88.29787600,133.00,0.37,130.66
37.06642900,-88.29775200,132.00,0.37,125.61
37.06635300,-88.29761900,132.00,0.37,119.43
37.06625800,-88.29740800,132.00,0.37,114.03
37.06618400,-88.29720000,133.00,0.37,112.92
37.06612800,-88.29703400,133.00,0.37,111.20
37.06593300,-88.29640400,130.00,0.37,109.63
37.06579100,-88.29590500,131.00,0.37,108.60
37.06556700,-88.29507100,132.00,0.38,110.11
37.06522800,-88.29391100,119.00,0.38,108.52
37.06510100,-88.29343600,117.00,0.38,106.78
37.06482100,-88.29227200,110.00,0.38,105.70
37.06441600,-88.29046600,106.00,0.38,105.63
37.06437000,-88.29026000,108.00,0.38,104.99
37.06418900,-88.28941300,117.00,0.38,105.81
37.06381300,-88.28774900,124.00,0.38,106.57
37.06368100,-88.28719300,121.00,0.38,110.97
37.06362900,-88.28702300,121.00,0.38,115.62
37.06356700,-88.28686100,125.00,0.38,120.89
37.06349300,-88.28670600,125.00,0.38,125.14
37.06341100,-88.28656000,129.00,0.38,128.95
37.06332200,-88.28642200,129.00,0.38,133.95
37.06321200,-88.28627900,130.00,0.38,138.83
37.06311800,-88.28617600,130.00,0.38,143.90
37.06288600,-88.28596400,134.00,0.38,151.07
37.06262900,-88.28578600,132.00,0.38,155.65
37.06205600,-88.28546100,131.00,0.39,156.70
37.06101100,-88.28489700,130.00,0.39,156.01
37.06063800,-88.28468900,130.00,0.39,157.17
37.06047500,-88.28460300,132.00,0.39,156.22
37.05996600,-88.28432200,130.00,0.39,155.53
37.05983800,-88.28424900,130.00,0.39,154.32
37.05959400,-88.28410200,129.00,0.39,152.80
37.05947600,-88.28402600,129.00,0.39,150.96
37.05936100,-88.28394600,129.00,0.39,148.37
37.05924700,-88.28385800,128.00,0.39,146.61
37.05913200,-88.28376300,127.00,0.39,143.17
37.05901800,-88.28365600,127.00,0.39,140.69
37.05890300,-88.28353800,124.00,0.39,138.69
37.05882400,-88.28345100,119.00,0.39,138.44
37.05878800,-88.28341100,119.00,0.39,136.70
37.05867200,-88.28327400,116.00,0.39,135.27
37.05855600,-88.28313000,115.00,0.39,133.73
37.05844300,-88.28298200,114.00,0.39,132.32
37.05833400,-88.28283200,114.00,0.39,131.72
37.05822800,-88.28268300,116.00,0.39,131.07
37.05812300,-88.28253200,116.00,0.39,130.72
37.05759400,-88.28176200,113.00,0.39,130.84
37.05710900,-88.28105900,106.00,0.39,130.93
37.05682800,-88.28065300,108.00,0.39,131.04
37.05596300,-88.27940800,120.00,0.39,130.70
37.05565000,-88.27895200,119.00,0.39,131.17
37.05540500,-88.27860100,119.00,0.39,131.29
37.05531600,-88.27847400,119.00,0.39,130.31
37.05518400,-88.27827900,121.00,0.39,130.62
37.05509500,-88.27814900,121.00,0.40,129.16
37.05499100,-88.27798900,124.00,0.40,128.24
37.05489100,-88.27783000,124.00,0.40,127.37
37.05469900,-88.27751500,127.00,0.40,126.04
37.05450100,-88.27717400,127.00,0.40,124.95
37.05433700,-88.27688000,125.00,0.40,124.15
37.05416000,-88.27655300,121.00,0.40,122.83
37.05407400,-88.27638600,121.00,0.40,122.22
37.05398900,-88.27621700,121.00,0.40,123.12
37.05390100,-88.27604800,121.00,0.40,121.92
37.05381500,-88.27587500,119.00,0.40,122.37
37.05364200,-88.27553300,120.00,0.40,122.17
37.05338900,-88.27502900,120.00,0.40,121.11
37.05306000,-88.27434600,121.00,0.40,122.07
37.05297300,-88.27417200,120.00,0.40,121.48
37.05288700,-88.27399600,120.00,0.40,123.12
37.05279900,-88.27382700,121.00,0.40,124.94
37.05270700,-88.27366200,121.00,0.40,126.02
37.05261300,-88.27350000,122.00,0.40,128.03
37.05251500,-88.27334300,122.00,0.40,129.40
37.05241600,-88.27319200,124.00,0.40,131.00
37.05231400,-88.27304500,125.00,0.40,132.42
37.05220900,-88.27290100,128.00,0.40,133.76
37.05210200,-88.27276100,127.00,0.40,135.07
37.05205000,-88.27269600,127.00,0.40,135.17
37.05199300,-88.27262500,127.00,0.40,137.13
37.05194400,-88.27256800,130.00,0.40,136.85
37.05188100,-88.27249400,129.00,0.40,140.04
37.05178100,-88.27238900,129.00,0.40,141.61
37.05164600,-88.27225500,130.00,0.40,143.81
37.05152600,-88.27214500,128.00,0.40,145.59
37.05140600,-88.27204200,128.00,0.40,146.90
37.05128600,-88.27194400,126.00,0.40,147.99
37.05116600,-88.27185000,126.00,0.40,149.10
37.05104600,-88.27176000,126.00,0.40,150.55
37.05092300,-88.27167300,126.00,0.40,150.98
37.05028700,-88.27123100,129.00,0.40,151.89
37.05015400,-88.27114200,131.00,0.40,151.45
37.04988700,-88.27096000,134.00,0.40,150.05
37.04975400,-88.27086400,134.00,0.40,148.59
37.04962200,-88.27076300,134.00,0.40,145.28
37.04949300,-88.27065100,134.00,0.40,143.44
37.04936600,-88.27053300,133.00,0.40,140.73
37.04924300,-88.27040700,133.00,0.41,139.57
37.04887300,-88.27001200,132.00,0.41,139.14
37.04862200,-88.26974000,133.00,0.41,138.64
37.04849600,-88.26960100,133.00,0.41,139.71
37.04823800,-88.26932700,134.00,0.41,139.26
37.04798600,-88.26905500,138.00,0.41,138.57
37.04786300,-88.26891900,138.00,0.41,138.07
37.04758400,-88.26860500,139.00,0.41,137.97
37.04749900,-88.26850900,136.00,0.41,138.90
37.04701500,-88.26798000,136.00,0.41,139.80
37.04689600,-88.26785400,134.00,0.41,140.71
37.04677700,-88.26773200,135.00,0.41,142.82
37.04665600,-88.26761700,134.00,0.41,146.71
37.04653200,-88.26751500,134.00,0.41,151.80
37.04640400,-88.26742900,135.00,0.41,156.18
37.04627200,-88.26735600,133.00,0.41,160.77
37.04613700,-88.26729700,133.00,0.41,166.13
37.04599800,-88.26725400,134.00,0.41,171.25
37.04585800,-88.26722700,134.00,0.41,175.82
37.04571600,-88.26721400,136.00,0.41,179.68
37.04557400,-88.26721300,136.00,0.41,184.50
37.04543200,-88.26722700,136.00,0.41,189.32
37.04529100,-88.26725600,136.00,0.41,194.08
37.04515100,-88.26730000,137.00,0.41,198.84
37.04501300,-88.26735900,137.00,0.41,203.60
37.04487600,-88.26743400,138.00,0.41,208.28
37.04473800,-88.26752700,140.00,0.41,213.63
37.04460600,-88.26763700,143.00,0.41,217.69
37.04448100,-88.26775800,143.00,0.41,220.16
37.04423700,-88.26801600,146.00,0.41,219.57
37.04395300,-88.26831000,144.00,0.41,217.91
37.04374800,-88.26851000,142.00,0.41,214.97
37.04356200,-88.26867300,140.00,0.41,219.93
37.04339700,-88.26884600,140.00,0.41,208.58
37.04327100,-88.26893200,139.00,0.41,205.30
37.04314100,-88.26900900,139.00,0.41,201.17
37.04300700,-88.26907400,140.00,0.41,195.65
37.04295000,-88.26909400,140.00,0.41,195.76
37.04286800,-88.26912300,140.00,0.41,190.44
37.04272500,-88.26915600,140.00,0.41,186.51
37.04257800,-88.26917700,140.00,0.41,182.78
37.04243000,-88.26918600,138.00,0.41,178.76
37.04228200,-88.26918200,138.00,0.41,174.46
37.04213400,-88.26916400,136.00,0.41,170.45
37.04198700,-88.26913300,136.00,0.41,166.77
37.04184100,-88.26909000,136.00,0.41,167.96
37.04169500,-88.26905100,136.00,0.41,158.24
37.04154700,-88.26897700,131.00,0.41,161.83
37.04133300,-88.26888900,125.00,0.42,159.54
37.04082800,-88.26865300,128.00,0.42,158.33
37.04011700,-88.26829900,130.00,0.42,159.16
37.03950900,-88.26800900,137.00,0.42,158.70
37.03783600,-88.26719200,135.00,0.42,158.82
37.03628500,-88.26643900,129.00,0.42,158.93
37.03383600,-88.26525700,125.00,0.42,159.02
37.03300100,-88.26485600,120.00,0.42,158.14
37.03243800,-88.26457300,120.00,0.43,155.58
37.03179100,-88.26420500,119.00,0.43,153.49
37.03135400,-88.26393200,110.00,0.43,150.94
37.03055800,-88.26337800,121.00,0.43,149.65
37.02985300,-88.26286100,117.00,0.43,147.59
37.02968700,-88.26272900,125.00,0.43,147.08
37.02935900,-88.26246300,124.00,0.43,142.39
37.02867600,-88.26180400,125.00,0.43,140.51
37.02817900,-88.26129100,126.00,0.43,136.73
37.02763800,-88.26065300,129.00,0.43,134.23
37.02646900,-88.25914900,124.00,0.43,134.16
37.02594800,-88.25847700,125.00,0.43,136.62
37.02585000,-88.25836100,125.00,0.43,144.46
37.02558400,-88.25812300,124.00,0.43,137.69
37.02537000,-88.25787900,125.00,0.43,141.52
37.02513500,-88.25764500,121.00,0.44,138.78
37.02495000,-88.25744200,126.00,0.44,0.00
37.02495000,-88.25744200,126.00,0.44,138.75
37.02477700,-88.25725200,126.00,0.44,137.58
37.02460400,-88.25705400,128.00,0.44,142.26
37.02450600,-88.25695900,128.00,0.44,144.33
37.02440700,-88.25687000,120.00,0.44,147.18
37.02430300,-88.25678600,120.00,0.44,148.44
37.02419900,-88.25670600,120.00,0.44,150.31
37.02409400,-88.25663100,121.00,0.44,155.55
37.02328800,-88.25617200,116.00,0.44,158.63
37.02318600,-88.25612200,116.00,0.44,175.85
37.02310900,-88.25611500,116.00,0.44,196.22
37.02296900,-88.25616600,116.00,0.44,223.64
37.02203700,-88.25727900,123.00,0.44,223.73
37.02156800,-88.25784100,126.00,0.44,224.48
37.02091100,-88.25864900,132.00,0.44,222.31
37.02059000,-88.25901500,135.00,0.44,233.12
37.02047500,-88.25920700,133.00,0.44,233.85
37.02039100,-88.25935100,133.00,0.44,237.09
37.02031400,-88.25950000,136.00,0.44,237.78
37.02023300,-88.25966100,139.00,0.44,240.35
37.02016800,-88.25980400,136.00,0.44,240.35
37.02009300,-88.25996900,136.00,0.44,242.82
37.02002700,-88.26013000,131.00,0.44,245.71
37.01997800,-88.26026600,129.00,0.44,247.07
37.01990100,-88.26049400,128.00,0.44,248.77
37.01983400,-88.26071000,129.00,0.44,250.95
37.01978300,-88.26089500,130.00,0.44,251.01
37.01973300,-88.26107700,130.00,0.44,252.29
37.01969400,-88.26123000,135.00,0.44,257.88
37.01967600,-88.26133500,135.00,0.44,259.21
37.01965500,-88.26147300,135.00,0.44,260.67
37.01963900,-88.26159500,135.00,0.44,262.71
37.01962500,-88.26173200,134.00,0.44,264.59
37.01961200,-88.26190400,134.00,0.44,264.97
37.01959900,-88.26208900,133.00,0.44,268.07
37.01959400,-88.26227500,134.00,0.45,269.54
37.01958300,-88.26397200,131.00,0.45,269.44
37.01955800,-88.26717200,123.00,0.45,267.77
37.01955100,-88.26739700,119.00,0.45,266.05
37.01954300,-88.26754200,119.00,0.45,262.60
37.01952600,-88.26770600,119.00,0.45,256.67
37.01949800,-88.26785400,123.00,0.45,254.66
37.01946800,-88.26799100,123.00,0.45,250.21
37.01941800,-88.26816500,123.00,0.45,245.07
37.01935900,-88.26832400,123.00,0.45,242.95
37.01930600,-88.26845400,128.00,0.45,236.71
37.01924100,-88.26857800,128.00,0.45,232.46
37.01916800,-88.26869700,130.00,0.45,225.36
37.01904500,-88.26885300,128.00,0.45,221.15
37.01887600,-88.26903800,127.00,0.45,216.77
37.01868900,-88.26921300,127.00,0.45,217.57
37.01855200,-88.26934500,120.00,0.45,0.00
37.01855200,-88.26934500,120.00,0.46,217.60
37.01198400,-88.27568000,101.00,0.47,218.24
37.00823300,-88.27938200,117.00,0.47,216.94
37.00556500,-88.28189400,115.00,0.47,217.45
37.00382800,-88.28356000,114.00,0.47,217.31
37.00306100,-88.28429200,109.00,0.47,206.66
37.00289400,-88.28439700,110.00,0.47,222.89
37.00266100,-88.28466800,111.00,0.47,219.78
37.00249600,-88.28484000,114.00,0.47,222.87
37.00230500,-88.28506200,114.00,0.47,225.89
37.00220900,-88.28518600,116.00,0.48,231.25
37.00213400,-88.28530300,115.00,0.48,236.46
37.00206200,-88.28543900,115.00,0.48,240.44
37.00195600,-88.28567300,114.00,0.48,246.81
37.00191700,-88.28578700,115.00,0.48,250.94
37.00185300,-88.28601900,115.00,0.48,255.67
37.00181200,-88.28622000,114.00,0.48,261.32
37.00179700,-88.28634300,114.00,0.48,267.24
37.00178300,-88.28670600,111.00,0.48,271.03
37.00179100,-88.28726500,112.00,0.48,271.44
37.00180100,-88.28776300,113.00,0.48,271.77
37.00180500,-88.28792500,113.00,0.48,272.34
37.00188800,-88.29047000,116.00,0.48,272.33
37.00193100,-88.29179600,118.00,0.48,272.70
37.00197200,-88.29288500,115.00,0.48,272.21
37.00204300,-88.29519100,115.00,0.49,275.92
37.00207800,-88.29561400,115.00,0.49,275.21
37.00214500,-88.29653400,108.00,0.49,276.20
37.00218700,-88.29701800,116.00,0.49,275.11
37.00220000,-88.29720000,116.00,0.49,274.85
37.00220400,-88.29725900,120.00,0.49,274.73
37.00222600,-88.29759200,124.00,0.49,274.20
37.00225500,-88.29808700,118.00,0.49,272.79
37.00228000,-88.29872900,120.00,0.49,271.58
37.00229300,-88.29932100,121.00,0.49,270.45
37.00229700,-88.29995300,122.00,0.49,270.20
37.00229900,-88.30066700,122.00,0.49,270.17
37.00230100,-88.30151800,121.00,0.49,272.00
37.00231600,-88.30205700,121.00,0.49,272.29
37.00235100,-88.30315300,119.00,0.49,272.42
37.00239500,-88.30445500,121.00,0.49,272.56
37.00240700,-88.30479100,121.00,0.50,272.44
37.00244900,-88.30602600,111.00,0.50,272.38
37.00246500,-88.30650800,111.00,0.50,272.26
37.00247700,-88.30688800,111.00,0.50,272.35
37.00249500,-88.30743800,109.00,0.50,272.36
37.00251200,-88.30795500,106.00,0.50,272.54
37.00251600,-88.30806800,105.00,0.50,0.00
